audio_id,speaker_id,gender,audio_path,sampling_rate,num_samples,duration_sec,duration_range
CMPL_F_20_04CAR_00016,F_20,female,CMPL_F_20_04CAR_00016.flac,16000,71415,4.4634375,2 a 5 s
CMPL_F_20_05CAR_00058,F_20,female,CMPL_F_20_05CAR_00058.flac,16000,118686,7.417875,5 a 10 s
CMPL_F_20_04CAR_00012,F_20,female,CMPL_F_20_04CAR_00012.flac,16000,178584,11.1615,10 a 20 s
CMPL_F_20_05CAR_00063,F_20,female,CMPL_F_20_05CAR_00063.flac,16000,45667,2.8541875,2 a 5 s
CMPL_F_20_04CAR_00032,F_20,female,CMPL_F_20_04CAR_00032.flac,16000,157320,9.8325,5 a 10 s
CMPL_F_20_05CAR_00052,F_20,female,CMPL_F_20_05CAR_00052.flac,16000,154979,9.6861875,5 a 10 s
CMPL_F_20_04CAR_00028,F_20,female,CMPL_F_20_04CAR_00028.flac,16000,156567,9.7854375,5 a 10 s
CMPL_F_20_04CAR_00040,F_20,female,CMPL_F_20_04CAR_00040.flac,16000,121473,7.5920625,5 a 10 s
CMPL_F_20_04CAR_00042,F_20,female,CMPL_F_20_04CAR_00042.flac,16000,124576,7.786,5 a 10 s
CMPL_F_20_04CAR_00041,F_20,female,CMPL_F_20_04CAR_00041.flac,16000,120246,7.515375,5 a 10 s
CMPL_F_20_04CAR_00019,F_20,female,CMPL_F_20_04CAR_00019.flac,16000,127964,7.99775,5 a 10 s
CMPL_F_20_04CAR_00010,F_20,female,CMPL_F_20_04CAR_00010.flac,16000,134926,8.432875,5 a 10 s
CMPL_F_20_04CAR_00038,F_20,female,CMPL_F_20_04CAR_00038.flac,16000,65581,4.0988125,2 a 5 s
CMPL_F_20_05CAR_00055,F_20,female,CMPL_F_20_05CAR_00055.flac,16000,89988,5.62425,5 a 10 s
CMPL_F_20_04CAR_00039,F_20,female,CMPL_F_20_04CAR_00039.flac,16000,142077,8.8798125,5 a 10 s
CMPL_F_20_05CAR_00047,F_20,female,CMPL_F_20_05CAR_00047.flac,16000,65376,4.086,2 a 5 s
CMPL_F_20_04CAR_00045,F_20,female,CMPL_F_20_04CAR_00045.flac,16000,145370,9.085625,5 a 10 s
CMPL_F_20_05CAR_00066,F_20,female,CMPL_F_20_05CAR_00066.flac,16000,120368,7.523,5 a 10 s
CMPL_F_20_04CAR_00037,F_20,female,CMPL_F_20_04CAR_00037.flac,16000,59842,3.740125,2 a 5 s
CMPL_F_20_04CAR_00002,F_20,female,CMPL_F_20_04CAR_00002.flac,16000,52503,3.2814375,2 a 5 s
CMPL_F_20_05CAR_00064,F_20,female,CMPL_F_20_05CAR_00064.flac,16000,121714,7.607125,5 a 10 s
CMPL_F_20_05CAR_00057,F_20,female,CMPL_F_20_05CAR_00057.flac,16000,104409,6.5255625,5 a 10 s
CMPL_F_20_04CAR_00004,F_20,female,CMPL_F_20_04CAR_00004.flac,16000,123071,7.6919375,5 a 10 s
CMPL_F_20_04CAR_00030,F_20,female,CMPL_F_20_04CAR_00030.flac,16000,137749,8.6093125,5 a 10 s
CMPL_F_20_04CAR_00006,F_20,female,CMPL_F_20_04CAR_00006.flac,16000,132292,8.26825,5 a 10 s
CMPL_F_20_05CAR_00061,F_20,female,CMPL_F_20_05CAR_00061.flac,16000,135943,8.4964375,5 a 10 s
CMPL_F_20_04CAR_00008,F_20,female,CMPL_F_20_04CAR_00008.flac,16000,150357,9.3973125,5 a 10 s
CMPL_F_20_05CAR_00069,F_20,female,CMPL_F_20_05CAR_00069.flac,16000,39033,2.4395625,2 a 5 s
CMPL_F_20_04CAR_00044,F_20,female,CMPL_F_20_04CAR_00044.flac,16000,142172,8.88575,5 a 10 s
CMPL_F_20_04CAR_00022,F_20,female,CMPL_F_20_04CAR_00022.flac,16000,148756,9.29725,5 a 10 s
CMPL_F_20_04CAR_00024,F_20,female,CMPL_F_20_04CAR_00024.flac,16000,145464,9.0915,5 a 10 s
CMPL_F_20_05CAR_00048,F_20,female,CMPL_F_20_05CAR_00048.flac,16000,160940,10.05875,10 a 20 s
CMPL_F_20_04CAR_00033,F_20,female,CMPL_F_20_04CAR_00033.flac,16000,147911,9.2444375,5 a 10 s
CMPL_F_20_04CAR_00021,F_20,female,CMPL_F_20_04CAR_00021.flac,16000,98043,6.1276875,5 a 10 s
CMPL_F_20_05CAR_00062,F_20,female,CMPL_F_20_05CAR_00062.flac,16000,54608,3.413,2 a 5 s
CMPL_F_20_05CAR_00050,F_20,female,CMPL_F_20_05CAR_00050.flac,16000,95564,5.97275,5 a 10 s
CMPL_F_20_05CAR_00056,F_20,female,CMPL_F_20_05CAR_00056.flac,16000,128060,8.00375,5 a 10 s
CMPL_F_20_05CAR_00070,F_20,female,CMPL_F_20_05CAR_00070.flac,16000,88642,5.540125,5 a 10 s
CMPL_F_20_04CAR_00020,F_20,female,CMPL_F_20_04CAR_00020.flac,16000,121473,7.5920625,5 a 10 s
CMPL_F_05_01CAR_00117,F_05,female,CMPL_F_05_01CAR_00117.flac,16000,151814,9.488375,5 a 10 s
CMPL_F_05_01CAR_00049,F_05,female,CMPL_F_05_01CAR_00049.flac,16000,95315,5.9571875,5 a 10 s
CMPL_F_05_01CAR_00088,F_05,female,CMPL_F_05_01CAR_00088.flac,16000,145258,9.078625,5 a 10 s
CMPL_F_05_01CAR_00010,F_05,female,CMPL_F_05_01CAR_00010.flac,16000,91433,5.7145625,5 a 10 s
CMPL_F_05_01CAR_00141,F_05,female,CMPL_F_05_01CAR_00141.flac,16000,70559,4.4099375,2 a 5 s
CMPL_F_05_01CAR_00030,F_05,female,CMPL_F_05_01CAR_00030.flac,16000,77977,4.8735625,2 a 5 s
CMPL_F_05_01CAR_00062,F_05,female,CMPL_F_05_01CAR_00062.flac,16000,138530,8.658125,5 a 10 s
CMPL_F_05_01CAR_00076,F_05,female,CMPL_F_05_01CAR_00076.flac,16000,126109,7.8818125,5 a 10 s
CMPL_F_05_01CAR_00039,F_05,female,CMPL_F_05_01CAR_00039.flac,16000,140773,8.7983125,5 a 10 s
CMPL_F_05_01CAR_00120,F_05,female,CMPL_F_05_01CAR_00120.flac,16000,84878,5.304875,5 a 10 s
CMPL_F_05_01CAR_00054,F_05,female,CMPL_F_05_01CAR_00054.flac,16000,104545,6.5340625,5 a 10 s
CMPL_F_05_01CAR_00123,F_05,female,CMPL_F_05_01CAR_00123.flac,16000,131112,8.1945,5 a 10 s
CMPL_F_05_01CAR_00112,F_05,female,CMPL_F_05_01CAR_00112.flac,16000,142843,8.9276875,5 a 10 s
CMPL_F_05_01CAR_00044,F_05,female,CMPL_F_05_01CAR_00044.flac,16000,81772,5.11075,5 a 10 s
CMPL_F_05_01CAR_00072,F_05,female,CMPL_F_05_01CAR_00072.flac,16000,148536,9.2835,5 a 10 s
CMPL_F_05_01CAR_00146,F_05,female,CMPL_F_05_01CAR_00146.flac,16000,122658,7.666125,5 a 10 s
CMPL_F_05_01CAR_00140,F_05,female,CMPL_F_05_01CAR_00140.flac,16000,177346,11.084125,10 a 20 s
CMPL_F_05_01CAR_00011,F_05,female,CMPL_F_05_01CAR_00011.flac,16000,77287,4.8304375,2 a 5 s
CMPL_F_05_01CAR_00136,F_05,female,CMPL_F_05_01CAR_00136.flac,16000,93331,5.8331875,5 a 10 s
CMPL_F_05_01CAR_00063,F_05,female,CMPL_F_05_01CAR_00063.flac,16000,131112,8.1945,5 a 10 s
CMPL_F_05_01CAR_00079,F_05,female,CMPL_F_05_01CAR_00079.flac,16000,80047,5.0029375,5 a 10 s
CMPL_F_05_01CAR_00093,F_05,female,CMPL_F_05_01CAR_00093.flac,16000,105235,6.5771875,5 a 10 s
CMPL_F_05_01CAR_00023,F_05,female,CMPL_F_05_01CAR_00023.flac,16000,94884,5.93025,5 a 10 s
CMPL_F_05_01CAR_00007,F_05,female,CMPL_F_05_01CAR_00007.flac,16000,128007,8.0004375,5 a 10 s
CMPL_F_05_01CAR_00133,F_05,female,CMPL_F_05_01CAR_00133.flac,16000,111445,6.9653125,5 a 10 s
CMPL_F_05_01CAR_00059,F_05,female,CMPL_F_05_01CAR_00059.flac,16000,76252,4.76575,2 a 5 s
CMPL_F_05_01CAR_00108,F_05,female,CMPL_F_05_01CAR_00108.flac,16000,150606,9.412875,5 a 10 s
CMPL_F_05_01CAR_00129,F_05,female,CMPL_F_05_01CAR_00129.flac,16000,100404,6.27525,5 a 10 s
CMPL_F_05_01CAR_00075,F_05,female,CMPL_F_05_01CAR_00075.flac,16000,148536,9.2835,5 a 10 s
CMPL_F_05_01CAR_00144,F_05,female,CMPL_F_05_01CAR_00144.flac,16000,67971,4.2481875,2 a 5 s
CMPL_F_05_01CAR_00143,F_05,female,CMPL_F_05_01CAR_00143.flac,16000,173033,10.8145625,10 a 20 s
CMPL_F_05_01CAR_00038,F_05,female,CMPL_F_05_01CAR_00038.flac,16000,140773,8.7983125,5 a 10 s
CMPL_F_05_01CAR_00109,F_05,female,CMPL_F_05_01CAR_00109.flac,16000,137840,8.615,5 a 10 s
CMPL_F_05_01CAR_00060,F_05,female,CMPL_F_05_01CAR_00060.flac,16000,126971,7.9356875,5 a 10 s
CMPL_F_05_01CAR_00149,F_05,female,CMPL_F_05_01CAR_00149.flac,16000,159750,9.984375,5 a 10 s
CMPL_F_05_01CAR_00043,F_05,female,CMPL_F_05_01CAR_00043.flac,16000,109029,6.8143125,5 a 10 s
CMPL_F_05_01CAR_00061,F_05,female,CMPL_F_05_01CAR_00061.flac,16000,111445,6.9653125,5 a 10 s
CMPL_F_05_01CAR_00019,F_05,female,CMPL_F_05_01CAR_00019.flac,16000,65901,4.1188125,2 a 5 s
CMPL_F_05_01CAR_00050,F_05,female,CMPL_F_05_01CAR_00050.flac,16000,140773,8.7983125,5 a 10 s
CMPL_F_05_01CAR_00077,F_05,female,CMPL_F_05_01CAR_00077.flac,16000,156989,9.8118125,5 a 10 s
CMPL_F_05_01CAR_00029,F_05,female,CMPL_F_05_01CAR_00029.flac,16000,136977,8.5610625,5 a 10 s
CMPL_F_05_01CAR_00135,F_05,female,CMPL_F_05_01CAR_00135.flac,16000,130249,8.1405625,5 a 10 s
CMPL_F_05_01CAR_00067,F_05,female,CMPL_F_05_01CAR_00067.flac,16000,131112,8.1945,5 a 10 s
CMPL_F_05_01CAR_00037,F_05,female,CMPL_F_05_01CAR_00037.flac,16000,115586,7.224125,5 a 10 s
CMPL_F_05_01CAR_00085,F_05,female,CMPL_F_05_01CAR_00085.flac,16000,78752,4.922,2 a 5 s
CMPL_F_05_01CAR_00056,F_05,female,CMPL_F_05_01CAR_00056.flac,16000,112825,7.0515625,5 a 10 s
CMPL_F_05_01CAR_00001,F_05,female,CMPL_F_05_01CAR_00001.flac,16000,75562,4.722625,2 a 5 s
CMPL_F_05_01CAR_00026,F_05,female,CMPL_F_05_01CAR_00026.flac,16000,65901,4.1188125,2 a 5 s
CMPL_F_05_01CAR_00150,F_05,female,CMPL_F_05_01CAR_00150.flac,16000,132492,8.28075,5 a 10 s
CMPL_F_05_01CAR_00031,F_05,female,CMPL_F_05_01CAR_00031.flac,16000,72456,4.5285,2 a 5 s
CMPL_F_05_01CAR_00041,F_05,female,CMPL_F_05_01CAR_00041.flac,16000,154919,9.6824375,5 a 10 s
CMPL_F_05_01CAR_00104,F_05,female,CMPL_F_05_01CAR_00104.flac,16000,64694,4.043375,2 a 5 s
CMPL_F_05_01CAR_00089,F_05,female,CMPL_F_05_01CAR_00089.flac,16000,96264,6.0165,5 a 10 s
CMPL_F_05_01CAR_00048,F_05,female,CMPL_F_05_01CAR_00048.flac,16000,133527,8.3454375,5 a 10 s
CMPL_F_05_01CAR_00047,F_05,female,CMPL_F_05_01CAR_00047.flac,16000,88328,5.5205,5 a 10 s
CMPL_F_05_01CAR_00084,F_05,female,CMPL_F_05_01CAR_00084.flac,16000,127489,7.9680625,5 a 10 s
CMPL_F_05_01CAR_00069,F_05,female,CMPL_F_05_01CAR_00069.flac,16000,170445,10.6528125,10 a 20 s
CMPL_F_05_01CAR_00028,F_05,female,CMPL_F_05_01CAR_00028.flac,16000,55895,3.4934375,2 a 5 s
CMPL_F_05_01CAR_00145,F_05,female,CMPL_F_05_01CAR_00145.flac,16000,92296,5.7685,5 a 10 s
CMPL_F_05_01CAR_00083,F_05,female,CMPL_F_05_01CAR_00083.flac,16000,88328,5.5205,5 a 10 s
CMPL_F_05_01CAR_00024,F_05,female,CMPL_F_05_01CAR_00024.flac,16000,77287,4.8304375,2 a 5 s
CMPL_F_05_01CAR_00102,F_05,female,CMPL_F_05_01CAR_00102.flac,16000,109029,6.8143125,5 a 10 s
CMPL_F_05_01CAR_00017,F_05,female,CMPL_F_05_01CAR_00017.flac,16000,69351,4.3344375,2 a 5 s
CMPL_F_05_01CAR_00110,F_05,female,CMPL_F_05_01CAR_00110.flac,16000,128007,8.0004375,5 a 10 s
CMPL_F_05_01CAR_00119,F_05,female,CMPL_F_05_01CAR_00119.flac,16000,113515,7.0946875,5 a 10 s
CMPL_F_05_01CAR_00099,F_05,female,CMPL_F_05_01CAR_00099.flac,16000,137840,8.615,5 a 10 s
CMPL_F_05_01CAR_00122,F_05,female,CMPL_F_05_01CAR_00122.flac,16000,137840,8.615,5 a 10 s
CMPL_F_05_01CAR_00092,F_05,female,CMPL_F_05_01CAR_00092.flac,16000,87293,5.4558125,5 a 10 s
CMPL_F_05_01CAR_00114,F_05,female,CMPL_F_05_01CAR_00114.flac,16000,156644,9.79025,5 a 10 s
CMPL_F_05_01CAR_00097,F_05,female,CMPL_F_05_01CAR_00097.flac,16000,120588,7.53675,5 a 10 s
CMPL_F_05_01CAR_00004,F_05,female,CMPL_F_05_01CAR_00004.flac,16000,55895,3.4934375,2 a 5 s
CMPL_F_05_01CAR_00035,F_05,female,CMPL_F_05_01CAR_00035.flac,16000,91433,5.7145625,5 a 10 s
CMPL_F_05_01CAR_00130,F_05,female,CMPL_F_05_01CAR_00130.flac,16000,147156,9.19725,5 a 10 s
CMPL_F_05_01CAR_00148,F_05,female,CMPL_F_05_01CAR_00148.flac,16000,137150,8.571875,5 a 10 s
CMPL_F_05_01CAR_00081,F_05,female,CMPL_F_05_01CAR_00081.flac,16000,154919,9.6824375,5 a 10 s
CMPL_F_05_01CAR_00118,F_05,female,CMPL_F_05_01CAR_00118.flac,16000,139565,8.7228125,5 a 10 s
CMPL_F_05_01CAR_00080,F_05,female,CMPL_F_05_01CAR_00080.flac,16000,154919,9.6824375,5 a 10 s
CMPL_F_05_01CAR_00100,F_05,female,CMPL_F_05_01CAR_00100.flac,16000,88328,5.5205,5 a 10 s
CMPL_F_05_01CAR_00003,F_05,female,CMPL_F_05_01CAR_00003.flac,16000,99369,6.2105625,5 a 10 s
CMPL_F_05_01CAR_00027,F_05,female,CMPL_F_05_01CAR_00027.flac,16000,124556,7.78475,5 a 10 s
CMPL_F_05_01CAR_00014,F_05,female,CMPL_F_05_01CAR_00014.flac,16000,75562,4.722625,2 a 5 s
CMPL_F_05_01CAR_00139,F_05,female,CMPL_F_05_01CAR_00139.flac,16000,159750,9.984375,5 a 10 s
CMPL_F_05_01CAR_00115,F_05,female,CMPL_F_05_01CAR_00115.flac,16000,126109,7.8818125,5 a 10 s
CMPL_F_05_01CAR_00034,F_05,female,CMPL_F_05_01CAR_00034.flac,16000,97989,6.1243125,5 a 10 s
CMPL_F_05_01CAR_00125,F_05,female,CMPL_F_05_01CAR_00125.flac,16000,139565,8.7228125,5 a 10 s
CMPL_F_05_01CAR_00105,F_05,female,CMPL_F_05_01CAR_00105.flac,16000,124556,7.78475,5 a 10 s
CMPL_F_05_01CAR_00106,F_05,female,CMPL_F_05_01CAR_00106.flac,16000,94884,5.93025,5 a 10 s
CMPL_F_05_01CAR_00127,F_05,female,CMPL_F_05_01CAR_00127.flac,16000,122658,7.666125,5 a 10 s
CMPL_F_05_01CAR_00013,F_05,female,CMPL_F_05_01CAR_00013.flac,16000,112825,7.0515625,5 a 10 s
CMPL_F_05_01CAR_00066,F_05,female,CMPL_F_05_01CAR_00066.flac,16000,99369,6.2105625,5 a 10 s
CMPL_F_05_01CAR_00070,F_05,female,CMPL_F_05_01CAR_00070.flac,16000,147156,9.19725,5 a 10 s
CMPL_F_05_01CAR_00113,F_05,female,CMPL_F_05_01CAR_00113.flac,16000,137322,8.582625,5 a 10 s
CMPL_F_05_01CAR_00082,F_05,female,CMPL_F_05_01CAR_00082.flac,16000,133527,8.3454375,5 a 10 s
CMPL_F_05_01CAR_00132,F_05,female,CMPL_F_05_01CAR_00132.flac,16000,97989,6.1243125,5 a 10 s
CMPL_F_05_01CAR_00006,F_05,female,CMPL_F_05_01CAR_00006.flac,16000,81772,5.11075,5 a 10 s
CMPL_F_05_01CAR_00025,F_05,female,CMPL_F_05_01CAR_00025.flac,16000,112825,7.0515625,5 a 10 s
CMPL_F_05_01CAR_00033,F_05,female,CMPL_F_05_01CAR_00033.flac,16000,105925,6.6203125,5 a 10 s
CMPL_F_05_01CAR_00015,F_05,female,CMPL_F_05_01CAR_00015.flac,16000,105925,6.6203125,5 a 10 s
CMPL_F_05_01CAR_00134,F_05,female,CMPL_F_05_01CAR_00134.flac,16000,103164,6.44775,5 a 10 s
CMPL_F_05_01CAR_00068,F_05,female,CMPL_F_05_01CAR_00068.flac,16000,69351,4.3344375,2 a 5 s
CMPL_F_05_01CAR_00078,F_05,female,CMPL_F_05_01CAR_00078.flac,16000,129559,8.0974375,5 a 10 s
CMPL_F_05_01CAR_00036,F_05,female,CMPL_F_05_01CAR_00036.flac,16000,124556,7.78475,5 a 10 s
CMPL_F_05_01CAR_00095,F_05,female,CMPL_F_05_01CAR_00095.flac,16000,88328,5.5205,5 a 10 s
CMPL_F_05_01CAR_00151,F_05,female,CMPL_F_05_01CAR_00151.flac,16000,79358,4.959875,2 a 5 s
CMPL_F_05_01CAR_00126,F_05,female,CMPL_F_05_01CAR_00126.flac,16000,95056,5.941,5 a 10 s
CMPL_F_05_01CAR_00091,F_05,female,CMPL_F_05_01CAR_00091.flac,16000,134045,8.3778125,5 a 10 s
CMPL_F_05_01CAR_00005,F_05,female,CMPL_F_05_01CAR_00005.flac,16000,145258,9.078625,5 a 10 s
CMPL_F_05_01CAR_00103,F_05,female,CMPL_F_05_01CAR_00103.flac,16000,113493,7.0933125,5 a 10 s
CMPL_F_05_01CAR_00098,F_05,female,CMPL_F_05_01CAR_00098.flac,16000,114206,7.137875,5 a 10 s
CMPL_F_05_01CAR_00032,F_05,female,CMPL_F_05_01CAR_00032.flac,16000,115586,7.224125,5 a 10 s
CMPL_F_05_01CAR_00071,F_05,female,CMPL_F_05_01CAR_00071.flac,16000,112825,7.0515625,5 a 10 s
CMPL_F_05_01CAR_00111,F_05,female,CMPL_F_05_01CAR_00111.flac,16000,114206,7.137875,5 a 10 s
CMPL_F_05_01CAR_00008,F_05,female,CMPL_F_05_01CAR_00008.flac,16000,131802,8.237625,5 a 10 s
CMPL_F_05_01CAR_00096,F_05,female,CMPL_F_05_01CAR_00096.flac,16000,148881,9.3050625,5 a 10 s
CMPL_F_05_01CAR_00137,F_05,female,CMPL_F_05_01CAR_00137.flac,16000,114206,7.137875,5 a 10 s
CMPL_F_05_01CAR_00065,F_05,female,CMPL_F_05_01CAR_00065.flac,16000,148536,9.2835,5 a 10 s
CMPL_F_05_01CAR_00040,F_05,female,CMPL_F_05_01CAR_00040.flac,16000,90398,5.649875,5 a 10 s
CMPL_F_05_01CAR_00124,F_05,female,CMPL_F_05_01CAR_00124.flac,16000,66764,4.17275,2 a 5 s
CMPL_F_05_01CAR_00009,F_05,female,CMPL_F_05_01CAR_00009.flac,16000,69351,4.3344375,2 a 5 s
CMPL_F_05_01CAR_00086,F_05,female,CMPL_F_05_01CAR_00086.flac,16000,129559,8.0974375,5 a 10 s
CMPL_F_05_01CAR_00138,F_05,female,CMPL_F_05_01CAR_00138.flac,16000,156644,9.79025,5 a 10 s
CMPL_F_05_01CAR_00116,F_05,female,CMPL_F_05_01CAR_00116.flac,16000,94884,5.93025,5 a 10 s
CMPL_F_05_01CAR_00094,F_05,female,CMPL_F_05_01CAR_00094.flac,16000,139565,8.7228125,5 a 10 s
CMPL_F_05_01CAR_00090,F_05,female,CMPL_F_05_01CAR_00090.flac,16000,149399,9.3374375,5 a 10 s
CMPL_F_05_01CAR_00022,F_05,female,CMPL_F_05_01CAR_00022.flac,16000,99369,6.2105625,5 a 10 s
CMPL_F_05_01CAR_00142,F_05,female,CMPL_F_05_01CAR_00142.flac,16000,142498,8.906125,5 a 10 s
CMPL_F_05_01CAR_00121,F_05,female,CMPL_F_05_01CAR_00121.flac,16000,104545,6.5340625,5 a 10 s
CMPL_F_05_01CAR_00045,F_05,female,CMPL_F_05_01CAR_00045.flac,16000,115586,7.224125,5 a 10 s
CMPL_F_05_01CAR_00128,F_05,female,CMPL_F_05_01CAR_00128.flac,16000,116966,7.310375,5 a 10 s
CMPL_F_05_01CAR_00107,F_05,female,CMPL_F_05_01CAR_00107.flac,16000,142153,8.8845625,5 a 10 s
CMPL_F_05_01CAR_00101,F_05,female,CMPL_F_05_01CAR_00101.flac,16000,85913,5.3695625,5 a 10 s
CMPL_F_05_01CAR_00012,F_05,female,CMPL_F_05_01CAR_00012.flac,16000,59691,3.7306875,2 a 5 s
CMPL_F_05_01CAR_00074,F_05,female,CMPL_F_05_01CAR_00074.flac,16000,120588,7.53675,5 a 10 s
CMPL_F_05_01CAR_00051,F_05,female,CMPL_F_05_01CAR_00051.flac,16000,142843,8.9276875,5 a 10 s
CMPL_F_05_01CAR_00131,F_05,female,CMPL_F_05_01CAR_00131.flac,16000,149399,9.3374375,5 a 10 s
CMPL_F_05_01CAR_00046,F_05,female,CMPL_F_05_01CAR_00046.flac,16000,67971,4.2481875,2 a 5 s
CMPL_F_05_01CAR_00064,F_05,female,CMPL_F_05_01CAR_00064.flac,16000,126109,7.8818125,5 a 10 s
CMPL_F_05_01CAR_00042,F_05,female,CMPL_F_05_01CAR_00042.flac,16000,106615,6.6634375,5 a 10 s
CMPL_F_05_01CAR_00052,F_05,female,CMPL_F_05_01CAR_00052.flac,16000,114206,7.137875,5 a 10 s
CMPL_F_05_01CAR_00087,F_05,female,CMPL_F_05_01CAR_00087.flac,16000,135252,8.45325,5 a 10 s
